processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
GBGCR525-15	HM490345	6166256	MAS2	HM490345	Mined from GenBank, NCBI		BOLD:ADC8669	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	79472	Crocodylus porosus					SCHNEIDER 1801																		taxon:8502																							
GBGCR529-15	HM490349	6166260	MAS6	HM490349	Mined from GenBank, NCBI		BOLD:ADC8669	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	79472	Crocodylus porosus					SCHNEIDER 1801																		taxon:8502																							
GBGCR531-15	HM490351	6166262	MAS8	HM490351	Mined from GenBank, NCBI		BOLD:ADC8669	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	79472	Crocodylus porosus					SCHNEIDER 1801																		taxon:8502																							
GBGCR534-15	HM490354	6166265	AP1	HM490354	Mined from GenBank, NCBI		BOLD:ADC8669	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	79472	Crocodylus porosus					SCHNEIDER 1801																		taxon:8502																							
GBGCR541-15	HM490361	6166272	APO3	HM490361	Mined from GenBank, NCBI		BOLD:ADC8669	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	79472	Crocodylus porosus					SCHNEIDER 1801																		taxon:8502																							
GBGCR558-15	KJ710866	6166289	CNiAW01	KJ710866	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694		5.0203	-2.5971							Ghana		Amansuri Wetland											
GBGCR573-15	KJ710886	6166304	CNiBnp03	KJ710886	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694		8.294	-2.2797							Ghana	Volta	Black Volta River, Bui NP											
GBGCR602-15	KJ710900	6166333	CNiFDS01	KJ710900	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694										Senegal		Djibelor Crocodile Farm, Cassamance											
GBGCR604-15	KJ710921	6166335	CNiKVNP13	KJ710921	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694		3.8681	33.8442							Uganda		Kidepo Valley National Park											
GBGCR606-15	KJ710923	6166337	CNiKVNP05	KJ710923	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694		3.8681	33.8442							Uganda		Kidepo Valley National Park											
GBGCR612-15	KM032766	6166343	490155	KM032766	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus																							taxon:1314694										United States		Jacksonville Zoo											
GBGCR613-15	KM032767	6166344		KM032767	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus																							taxon:1314694										United States		Everglades Alligator Adventure											
GBGCR620-15	KM032774	6166351		KM032774	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus																							taxon:1314694										United States		Everglades Alligator Adventure											
GBGCR658-15	KJ722669	6166389	TSAAF01_WA	KJ722669	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242										United States		St. Augustine Alligator Farm											
GBGCR679-15	KJ722690	6166410	TL154_Ot	KJ722690	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242										United States		St. Augustine Alligator Farm											
GBGCR680-15	KJ722691	6166411	TL155_WA	KJ722691	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242										United States		St. Augustine Alligator Farm											
GBGCR6803-19	KX012710	9675940	NZG:BWP36359		Mined from GenBank, NCBI		BOLD:ACH5555	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																												South Africa													
GBGCR6818-19	KM104200	9675955			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825																												United States													
GBGCR6839-19	KY994092	9675976	Chacahua_Oax 50		Mined from GenBank, NCBI		BOLD:ADC8567	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462340	Crocodylus moreletii					DUMÉRIL & BIBRON 1851																				15.9969	-97.6557							Mexico													
GBGCR6842-19	KY994095	9675979	EcoSur LChet 65		Mined from GenBank, NCBI		BOLD:ADC8567	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462340	Crocodylus moreletii					DUMÉRIL & BIBRON 1851																				18.8724	-88.074							Mexico													
GBGCR685-15	KJ722696	6166416	TWPZ01_Ot	KJ722696	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242										United States		Woodland Park Zoo											
GBGCR688-15	KM406126	6166419	Z78	KM406126	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242																							
GBGCR691-15	KM406131	6166422	Z85	KM406131	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242																							
GBGCR695-15	KM406136	6166426	Z92	KM406136	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242																							
GBGCR697-15	KM406138	6166428	Z94	KM406138	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242																							
GBGCR710-15	KJ710971	6166441	TKin01_Oo	KJ710971	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195563	Osteolaemus tetraspis osborni								M. Shirley													taxon:475781										Democratic Republic of the Congo	Kinshasa	Reptile Park, Kinshasa											
GBMNA11070-19	HM488008	9628068		HM488008	Mined from GenBank, NCBI		BOLD:ACS0182	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462339	Crocodylus johnsoni					KREFFT 1873																																									
GBMNB58023-20	LC468848	11652366		LC468848	Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195562	Osteolaemus tetraspis tetraspis																																												
GBMTG903-16	NC_009728	6959276		NC_009728	Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBMTG980-16	NC_008795	6959353		NC_008795	Mined from GenBank, NCBI		BOLD:AAE9428	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	105798	Crocodylus siamensis					SCHNEIDER 1801																																									
NMNHR1186-17	USNM334138	8283194	USNM:Herp:334138	USNM334138	Smithsonian Institution, National Museum of Natural History		BOLD:AAR5109	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	195564	Crocodylus acutus					CUVIER 1807		Vouchered:Registered Collection																										United States				No Locality Data: zoo animal: native to USA, Centr									
BSHMT115-09	556	998530		G-OT556	American Museum of Natural History		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195562	Osteolaemus tetraspis tetraspis								Mitchell Eaton																							Gabon													
BSHMT116-09	557	998531		G-OT557	American Museum of Natural History		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195562	Osteolaemus tetraspis tetraspis								Mitchell Eaton																							Gabon													
BSHMT127-09	BSHMT_M7	998542	AMNH 100634		American Museum of Natural History		BOLD:AAR5109	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	195564	Crocodylus acutus					CUVIER 1807					Mitchell Eaton																							Mexico				Oaxaca									
BSHMT138-09	G-CN13	998553		G-CN13	American Museum of Natural History		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					Mitchell Eaton								F							-2.00259	9.37115							Gabon				Louri Lagoon									
BSHMT139-09	G-CN17	998554		G-CN17	American Museum of Natural History		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					Mitchell Eaton								F							-1.91782	9.31519							Gabon				Stream B inlet									
BSHMT144-09	G-CN47	998559		G-CN47	American Museum of Natural History		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					Mitchell Eaton								F							-2.29944	9.59826							Gabon				P. Loango lagoon									
GBGC11139-13	JF502246	3589349	Hekkala ID# MAD...		Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768																												Madagascar		Near Fort Dauphin											
GBGC11187-13	JN090128	3599688	JN090128	JN090128	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC11580-13	JX627049	3630613	JX627049	JX627049	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	647702	Osteolaemus sp. FAF-2012																																														
GBGC11581-13	JX627048	3630614	JX627048	JX627048	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	647702	Osteolaemus sp. FAF-2012																																														
GBGC11582-13	JX627047	3630615	JX627047	JX627047	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC11587-13	JX627042	3630620	JX627042	JX627042	Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC11602-13	JX627027	3630635	JX627027	JX627027	Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	647702	Osteolaemus sp. FAF-2012																																														
GBGC11607-13	JX627022	3630640	JX627022	JX627022	Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC4840-08	EU159858	787899	EU159858		Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC4845-08	EU159853	787904	EU159853		Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC4848-08	EU159850	787907	EU159850		Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC6937-09	FJ390085	1020908		FJ390085	Mined from GenBank, NCBI		BOLD:AAA8321	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861					M. Eaton																							Republic of the Congo													
GBGCR1045-18	KP297880	8768811	UF:Herpetology:165995	KP297880	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768																												United States		Miami Dade County, FL											
GBGCR317-15	KF273841	5633929	IGUNdna0000006	KF273841	Mined from GenBank, NCBI		BOLD:AAR5109	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	195564	Crocodylus acutus					CUVIER 1807																		taxon:48399										Colombia													
GBGCR459-15	KJ710927	6166190	CNiQENP05	KJ710927	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		-0.2343	29.8882							Uganda		Queen Elizabeth National Park											
GBGCR465-15	KJ710933	6166196	CNiMFNP02	KJ710933	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		2.3045	31.7528							Uganda		Murchison Falls National Park											
GBGCR475-15	KJ710943	6166206	CNiEDW05	KJ710943	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		23.8666	32.9104							Egypt		north Lake Nasser, west bank											
GBGCR479-15	KJ710947	6166210	CNiEDE03	KJ710947	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		23.8666	32.9104							Egypt		north Lake Nasser, west bank											
GBGCR484-15	KJ710952	6166215	CNiGZ06	KJ710952	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501										Egypt	Giza	Giza Zoo - Lake Nasser origin											
GBGCR494-15	KJ710962	6166225	CNiNyanga01	KJ710962	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		-3.023	10.3932							Gabon	Nyanga	Nyanga River											
GBGCR495-15	KJ710963	6166226	CNiNyanga03	KJ710963	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		-3.023	10.3932							Gabon	Nyanga	Nyanga River											
GBGCR502-15	KM032778	6166233	93220	KM032778	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768																		taxon:8501										United States		St. Augustine Alligator Farm											
GBGCR532-15	HM490352	6166263	MAS9	HM490352	Mined from GenBank, NCBI		BOLD:ADC8669	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	79472	Crocodylus porosus					SCHNEIDER 1801																		taxon:8502																							
GBGCR546-15	KJ710865	6166277	CNiAVI04	KJ710865	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694		5.321	-3.267							Cote d'Ivoire		Abi Lagoon											
GBGCR551-15	KJ710874	6166282	CNiDCF04	KJ710874	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694										Cote d'Ivoire		Dipi Crocodile Farm											
GBGCR564-15	KJ710876	6166295	CNiHAP09	KJ710876	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694		5.0483	-2.8831							Ghana		Half Assinie											
GBGCR577-15	KJ710891	6166308	CNiMNP02	KJ710891	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694		9.2274	-1.8854							Ghana		Mole National Park											
GBGCR581-15	KJ710907	6166312	CNiKRP04	KJ710907	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694										Ghana													
GBGCR596-15	KJ710906	6166327	CNiGuinea05	KJ710906	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694		9.4067	-13.3898							Guinea		Kabak Island, Coast											
GBGCR597-15	KJ710895	6166328	CNiDZ05	KJ710895	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694										Senegal	Dakar	Dakar Zoo											
GBGCR599-15	KJ710897	6166330	CNiDZ03	KJ710897	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694										Senegal	Dakar	Dakar Zoo											
GBGCR608-15	KM032762	6166339		KM032762	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus																							taxon:1314694										United States		Everglades Alligator Adventure											
GBGCR611-15	KM032765	6166342	52282	KM032765	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus																							taxon:1314694										United States		Busch Gardens Tampa											
GBGCR648-15	KM406127	6166379	Z79	KM406127	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	717218	Osteolaemus cf. tetraspis																							taxon:1652131																							
GBGCR649-15	KM406128	6166380	Z80	KM406128	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	717218	Osteolaemus cf. tetraspis																							taxon:1652131																							
GBGCR653-15	KJ710977	6166384	TFD01_WA	KJ710977	Mined from GenBank, NCBI		BOLD:ACH5555	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861					M. Shirley													taxon:184242										Senegal		Djibelor Crocodile Farm, Cassamance											
GBGCR659-15	KJ722670	6166390	TSAAF04_WA	KJ722670	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242										United States		St. Augustine Alligator Farm											
GBGCR660-15	KJ722671	6166391	TSAAF07_Ot	KJ722671	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242										United States		St. Augustine Alligator Farm											
GBGCR662-15	KJ722673	6166393	TLPZ01_WA	KJ722673	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242										United States		Lincoln Park Zoo											
GBGCR671-15	KJ722682	6166402	TMemZ02_WA	KJ722682	Mined from GenBank, NCBI		BOLD:ACH5555	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242										United States		Memphis Zoo											
GBGCR675-15	KJ722686	6166406	TL150_Ot	KJ722686	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242										United States		St. Augustine Alligator Farm											
GBGCR6764-19	KX012776	9675901	NZG:BWP36360		Mined from GenBank, NCBI		BOLD:ADX0929	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825																												South Africa													
GBGCR6812-19	KM104194	9675949			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825																												United States													
GBGCR6814-19	KM104196	9675951			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825																												United States													
GBGCR6827-19	KM104209	9675964			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825																												United States													
GBGCR6828-19	KM104214	9675965			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825																												United States													
GBGCR6832-19	KM104212	9675969			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825																												United States													
GBGCR6836-19	KY994089	9675973	EcoSur Rhuach 274		Mined from GenBank, NCBI		BOLD:ADC8567	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462340	Crocodylus moreletii					DUMÉRIL & BIBRON 1851																				18.4305	-87.7719							Mexico													
GBGCR6837-19	KY994090	9675974	Chacahua_Oax 44		Mined from GenBank, NCBI		BOLD:AAR5109	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	195564	Crocodylus acutus					CUVIER 1807																				15.9969	-97.6557							Mexico													
GBGCR6845-19	KY994098	9675982	Fenix_CAMP 203		Mined from GenBank, NCBI		BOLD:ADC8567	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462340	Crocodylus moreletii					DUMÉRIL & BIBRON 1851																				18.7934	-91.2593							Mexico													
GBGCR6848-19	MH758763	9675985	Gb2		Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	195564	Crocodylus acutus					CUVIER 1807																																									
GBGCR693-15	KM406133	6166424	Z87	KM406133	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242																							
GBGCR698-15	KM406139	6166429	Z95	KM406139	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242																							
GBGCR701-15	KM406142	6166432	Z100	KM406142	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242																							
GBMNA11065-19	GU144287	9628063		GU144287	Mined from GenBank, NCBI		BOLD:ADC7370	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	493802	Crocodylus mindorensis					SCHMIDT 1935																																									
GBMNA11071-19	EF551000	9628069		EF551000	Mined from GenBank, NCBI		BOLD:ADC6753	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825																																									
GBMNA11072-19	AM493868	9628070		AM493868	Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBMNB58026-20	LC468837	11652369		LC468837	Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195562	Osteolaemus tetraspis tetraspis																																												
BSHMT105-09	127	998520		G-OT211	American Museum of Natural History		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195562	Osteolaemus tetraspis tetraspis								Mitchell Eaton								M							-2.014	9.40407							Gabon				Lewis Stream									
BSHMT111-09	220	998526		G-OT37	American Museum of Natural History		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195562	Osteolaemus tetraspis tetraspis								Mitchell Eaton								F							-2.29162	9.61715							Gabon				P. Loango, Str 1									
